ticker,filed_date,fiscal_end,surprise,seasonal_change,source_accn,source_concept
AAPL,2017-11-03,2017-09-30,0.683338770366309,0.0045294802554626,0000320193-17-000070,NetIncomeLoss
GS,2017-11-03,2017-09-30,0.0262664711391552,3.655395148215522e-05,0001193125-17-331475,NetIncomeLoss
COST,2017-12-21,2017-11-26,1.114943910110917,0.002412514602062,0000909832-17-000022,NetIncomeLoss
AAPL,2018-02-02,2017-12-30,0.9388076324375852,0.0053442282826197,0000320193-18-000007,NetIncomeLoss
AMZN,2018-02-02,2017-12-31,1.4478304500923336,0.0084304318026045,0001018724-18-000005,NetIncomeLoss
GOOGL,2018-02-06,2017-12-31,-5.0,-0.0423376162599153,0001652044-17-000042;0001652044-18-000007,NetIncomeLoss
BA,2018-02-12,2017-12-31,1.487625153454656,0.01625637637681,0000012927-18-000007,NetIncomeLoss
CAT,2018-02-15,2017-12-31,-0.2009477633199275,-0.0016631584418284,0000018230-18-000042,NetIncomeLossAvailableToCommonStockholdersBasic
BAC,2018-02-22,2017-12-31,-2.4117367142368176,-0.0009170475277854,0000070858-17-000046;0000070858-18-000009,NetIncomeLoss
CVX,2018-02-22,2017-12-31,1.008135512187983,0.0106222863131683,0000093410-17-000046;0000093410-18-000010,NetIncomeLoss
GS,2018-02-26,2017-12-31,-3.485109909602027,-0.0046630801853451,0001193125-17-331475;0001193125-18-056383,NetIncomeLoss
COST,2018-03-15,2018-02-18,2.267545001278662,0.0048058290055034,0000909832-18-000002,NetIncomeLoss
GOOGL,2018-04-24,2018-03-31,1.1188470427274233,0.019208930340445,0001652044-18-000016,NetIncomeLoss
BA,2018-04-25,2018-03-31,0.6755348817554024,0.0079084800394543,0000012927-18-000018,NetIncomeLoss
AMZN,2018-04-27,2018-03-31,1.1725067342889284,0.0071619632484449,0001018724-18-000072,NetIncomeLoss
BAC,2018-04-30,2018-03-31,1.2795455819941115,0.0006789842978975,0000070858-18-000020,NetIncomeLoss
AAPL,2018-05-02,2018-03-31,1.2231220138607026,0.0075999586396808,0000320193-18-000070,NetIncomeLoss
CAT,2018-05-02,2018-03-31,2.4093382245519774,0.0188812264465352,0000018230-18-000136,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2018-05-03,2018-03-31,0.3957658410208934,0.003727938481216,0000093410-18-000016,NetIncomeLoss
GS,2018-05-04,2018-03-31,0.2799294357767907,0.0005926854196305,0001193125-18-151188,NetIncomeLoss
COST,2018-06-07,2018-05-13,0.6205370203727426,0.0012624668602449,0000909832-18-000008,NetIncomeLoss
GOOGL,2018-07-24,2018-06-30,-0.0833489792461839,-0.0015547469401257,0001652044-18-000027,NetIncomeLoss
BA,2018-07-25,2018-06-30,0.3419724154083101,0.0039489376739255,0000012927-18-000048,NetIncomeLoss
AMZN,2018-07-27,2018-06-30,2.968232036402215,0.0174272930648769,0001018724-18-000108,NetIncomeLoss
BAC,2018-07-30,2018-06-30,1.3010364032010844,0.0007322171167751,0000070858-18-000030,NetIncomeLoss
AAPL,2018-08-01,2018-06-30,1.3482588162332874,0.0080241239185903,0000320193-18-000100,NetIncomeLoss
CVX,2018-08-02,2018-06-30,1.0427052956263094,0.0075951133839157,0000093410-18-000029,NetIncomeLoss
GS,2018-08-03,2018-06-30,0.3768106324723118,0.0007577869317888,0001193125-18-236920,NetIncomeLoss
CAT,2018-08-07,2018-06-30,1.152899746877146,0.0114575816273564,0000018230-18-000229,NetIncomeLossAvailableToCommonStockholdersBasic
BA,2018-10-24,2018-09-30,0.583491780797325,0.0048229968864197,0000012927-18-000065,NetIncomeLoss
AMZN,2018-10-26,2018-09-30,2.5389254078363095,0.0182817773756915,0001018724-18-000159,NetIncomeLoss
COST,2018-10-26,2018-09-02,1.517642809254576,0.0030369826108253,0000909832-18-000013,NetIncomeLoss
GOOGL,2018-10-26,2018-09-30,0.6004348322360635,0.0111041898003954,0001652044-18-000035,NetIncomeLoss
BAC,2018-10-29,2018-09-30,1.3737949861497951,0.000745243461162,0000070858-18-000042,NetIncomeLoss
CAT,2018-10-31,2018-09-30,0.8219582866047245,0.0085412164840363,0000018230-18-000293,NetIncomeLossAvailableToCommonStockholdersBasic
GS,2018-11-02,2018-09-30,0.2062794623509788,0.0004137109664747,0001193125-18-317325,NetIncomeLoss
AAPL,2018-11-05,2018-09-29,1.910886761625015,0.0093266798824253,0000320193-18-000145,NetIncomeLoss
CVX,2018-11-08,2018-09-30,1.5095419655653524,0.0081642673982681,0000093410-18-000035,NetIncomeLoss
COST,2018-12-20,2018-11-25,1.5582444095841756,0.0028986168804491,0000909832-18-000022,NetIncomeLoss
AAPL,2019-01-30,2018-12-29,-0.0734463586605714,-0.0002675807224144,0000320193-19-000010,NetIncomeLoss
AMZN,2019-02-01,2018-12-31,0.8305119500897665,0.0071995966750282,0001018724-19-000004,NetIncomeLoss
GOOGL,2019-02-05,2018-12-31,2.732967710036163,0.0514107013986734,0001652044-18-000035;0001652044-19-000004,NetIncomeLoss
BA,2019-02-08,2018-12-31,0.1065087729985526,0.0008861697867227,0000012927-19-000010,NetIncomeLoss
CAT,2019-02-14,2018-12-31,2.930860757998513,0.0298946617585245,0000018230-19-000034,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2019-02-22,2018-12-31,0.6179732330791384,0.0024383230325017,0000093410-18-000035;0000093410-19-000008,NetIncomeLoss
BAC,2019-02-26,2018-12-31,3.7283148853336736,0.0020866363956446,0000070858-18-000042;0000070858-19-000012,NetIncomeLoss
GS,2019-02-26,2018-12-31,2.405610164869074,0.0047928945820759,0001193125-18-317325;0001193125-19-050198,NetIncomeLoss
COST,2019-03-13,2019-02-17,2.395928963524569,0.0043926259959344,0000909832-19-000003,NetIncomeLoss
BA,2019-04-24,2019-03-31,-0.315655628091711,-0.0027285810546631,0000012927-19-000030,NetIncomeLoss
AMZN,2019-04-26,2019-03-31,1.2634273619441867,0.0108477164770749,0001018724-19-000043,NetIncomeLoss
BAC,2019-04-26,2019-03-31,0.1998101146217608,0.0001653230488094,0000070858-19-000026,NetIncomeLoss
GOOGL,2019-04-30,2019-03-31,-0.42492903067602,-0.0111840684086749,0001652044-19-000015,NetIncomeLoss
AAPL,2019-05-01,2019-03-30,-1.9559246509594892,-0.0066111497728056,0000320193-19-000066,NetIncomeLoss
CVX,2019-05-02,2019-03-31,-0.9243706024008757,-0.0038511111370707,0000093410-19-000014,NetIncomeLoss
CAT,2019-05-06,2019-03-31,0.2595186691446108,0.0027436933160582,0000018230-19-000153,NetIncomeLossAvailableToCommonStockholdersBasic
GS,2019-05-06,2019-03-31,-0.2446396670294348,-0.000627871213996,0001193125-19-137184,NetIncomeLoss
COST,2019-06-06,2019-05-12,2.9844379058258528,0.0035655512890839,0000909832-19-000013,NetIncomeLoss
BA,2019-07-24,2019-06-30,-4.42543182764289,-0.0406934841320756,0000012927-19-000063,NetIncomeLoss
AMZN,2019-07-26,2019-06-30,0.0558285653980254,0.0004755658449655,0001018724-19-000071,NetIncomeLoss
GOOGL,2019-07-26,2019-06-30,0.9736040377454724,0.026262052656349,0001652044-19-000023,NetIncomeLoss
BAC,2019-07-29,2019-06-30,0.2809513718472258,0.0002354029313508,0000070858-19-000042,NetIncomeLoss
AAPL,2019-07-31,2019-06-29,-0.874101228282134,-0.0045773478691281,0000320193-19-000076,NetIncomeLoss
CAT,2019-08-01,2019-06-30,-0.1088871222601613,-0.0010986651849419,0000018230-19-000224,NetIncomeLossAvailableToCommonStockholdersBasic
GS,2019-08-05,2019-06-30,-0.0594535587769623,-0.000152396595206,0001193125-19-212578,NetIncomeLoss
CVX,2019-08-07,2019-06-30,0.6878458101836636,0.0035016687640203,0000093410-19-000029,NetIncomeLoss
COST,2019-10-11,2019-09-01,1.0488597327572584,0.0011894273127753,0000909832-19-000019,NetIncomeLoss
BA,2019-10-23,2019-09-30,-0.5301434786204965,-0.0090197438875397,0000012927-19-000077,NetIncomeLoss
AMZN,2019-10-25,2019-09-30,-0.5564008189912257,-0.00376194757382,0001018724-19-000089,NetIncomeLoss
BAC,2019-10-28,2019-09-30,-0.6844860247466616,-0.0005728816772656,0000070858-19-000057,NetIncomeLoss
GOOGL,2019-10-29,2019-09-30,-0.2921735976376021,-0.0080746947278782,0001652044-19-000032,NetIncomeLoss
AAPL,2019-10-31,2019-09-28,-0.2149989613873938,-0.0012968367817178,0000320193-19-000119,NetIncomeLoss
CAT,2019-10-31,2019-09-30,-0.2811115327124274,-0.0029874475914505,0000018230-19-000281,NetIncomeLossAvailableToCommonStockholdersBasic
GS,2019-11-01,2019-09-30,-0.2503770763756839,-0.0006422983758884,0001193125-19-280752,NetIncomeLoss
CVX,2019-11-07,2019-09-30,-1.2813158693132245,-0.0057184733586188,0000093410-19-000038,NetIncomeLoss
COST,2019-12-23,2019-11-24,1.136364912868853,0.0014971515234002,0000909832-19-000033,NetIncomeLoss
AAPL,2020-01-29,2019-12-28,1.082308511490482,0.0066672929792318,0000320193-20-000010,NetIncomeLoss
AMZN,2020-01-31,2019-12-31,0.1417771762009914,0.0010699318084955,0001018724-20-000004,NetIncomeLoss
BA,2020-01-31,2019-12-31,-1.930607855423096,-0.0331824134705332,0000012927-20-000014,NetIncomeLoss
GOOGL,2020-02-04,2019-12-31,0.2216012203463129,0.0062448126012562,0001652044-19-000032;0001652044-20-000008,NetIncomeLoss
BAC,2020-02-19,2019-12-31,-0.1269257885963295,-0.0001166765745894,0000070858-19-000057;0000070858-20-000011,NetIncomeLoss
CAT,2020-02-19,2019-12-31,0.0551697985695253,0.0006373242578359,0000018230-20-000056,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2020-02-21,2019-12-31,-5.0,-0.0435500446451134,0000093410-19-000038;0000093410-20-000010,NetIncomeLoss
GS,2020-02-21,2019-12-31,-0.2423496103967068,-0.0006253977973106,0001193125-19-280752;0001193125-20-043853,NetIncomeLoss
COST,2020-03-12,2020-02-16,0.611880318452297,0.0008609733098273,0000909832-20-000004,NetIncomeLoss
BA,2020-04-29,2020-03-31,-1.055055155817859,-0.0194094006639874,0000012927-20-000045,NetIncomeLoss
GOOGL,2020-04-29,2020-03-31,0.0318068691320879,0.0006547111772731,0001652044-20-000021,NetIncomeLoss
AAPL,2020-05-01,2020-03-28,-0.1552176146204005,-0.0009737827715355,0000320193-20-000052,NetIncomeLoss
AMZN,2020-05-01,2020-03-31,-0.5826135842942848,-0.0046375396631681,0001018724-20-000010,NetIncomeLoss
BAC,2020-05-01,2020-03-31,-1.5934201399873786,-0.0012599457853076,0000070858-20-000023,NetIncomeLoss
GS,2020-05-01,2020-03-31,-0.528377595227923,-0.0009525067996872,0001193125-20-129324,NetIncomeLoss
DIS,2020-05-05,2020-03-28,-2.8328523925572213,-0.0241984740225115,0001744489-20-000102,NetIncomeLoss
CAT,2020-05-06,2020-03-31,-0.9202786354883228,-0.0103960787414024,0000018230-20-000155,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2020-05-06,2020-03-31,0.2371860061474307,0.0040139092518495,0000093410-20-000020,NetIncomeLoss
COST,2020-06-04,2020-05-10,-1.0083253575717477,-0.0013144668677027,0000909832-20-000009,NetIncomeLoss
BA,2020-07-29,2020-06-30,0.1994460803267254,0.0034751215678569,0000012927-20-000065,NetIncomeLoss
AAPL,2020-07-31,2020-06-27,0.6375583982995849,0.0038097458908944,0000320193-20-000062,NetIncomeLoss
AMZN,2020-07-31,2020-06-30,1.123639559971596,0.01013495203512,0001018724-20-000021,NetIncomeLoss
BAC,2020-07-31,2020-06-30,-1.396484040290216,-0.0013914785343919,0000070858-20-000040,NetIncomeLoss
GOOGL,2020-07-31,2020-06-30,-0.519342174091969,-0.0107292130474124,0001652044-20-000032,NetIncomeLoss
DIS,2020-08-04,2020-06-27,-2.444420620530984,-0.0312113229536381,0001744489-20-000151,NetIncomeLoss
CAT,2020-08-05,2020-06-30,-1.2475213722542131,-0.0151764490766136,0000018230-20-000214,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2020-08-05,2020-06-30,-3.3226747329097557,-0.05628841152536,0000093410-20-000039,NetIncomeLoss
GS,2020-08-07,2020-06-30,-0.954175982625122,-0.0017940943809279,0001193125-20-212201,NetIncomeLoss
COST,2020-10-07,2020-08-30,2.8839984467670052,0.0052559579523363,0000909832-20-000017,NetIncomeLoss
BA,2020-10-28,2020-09-30,-0.5771511004671643,-0.0100210218217671,0000012927-20-000076,NetIncomeLoss
AAPL,2020-10-30,2020-09-26,-0.5728009620671577,-0.0031276243639776,0000320193-20-000096,NetIncomeLoss
AMZN,2020-10-30,2020-09-30,1.8605254074110993,0.0148735377189656,0001018724-20-000030,NetIncomeLoss
BAC,2020-10-30,2020-09-30,-0.2908895953150777,-0.000327192150894,0000070858-20-000071,NetIncomeLoss
GOOGL,2020-10-30,2020-09-30,0.6469755142574948,0.0139652389529579,0001652044-20-000050,NetIncomeLoss
GS,2020-11-02,2020-09-30,0.6526504285493749,0.0013161858171703,0001193125-20-282987,NetIncomeLoss
CAT,2020-11-04,2020-09-30,-0.7884192493438955,-0.010763477150415,0000018230-20-000297,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2020-11-05,2020-09-30,-0.5117977913301318,-0.0124942280880289,0000093410-20-000050,NetIncomeLoss
DIS,2020-11-25,2020-10-03,-0.565065759114674,-0.0087522141017817,0001744489-20-000197,NetIncomeLoss
COST,2020-12-16,2020-11-22,2.4974941974699365,0.0053473271667469,0000909832-20-000026,NetIncomeLoss
AAPL,2021-01-28,2020-12-26,4.25579999768116,0.0184124455591519,0000320193-21-000010,NetIncomeLoss
BA,2021-02-01,2020-12-31,-3.03383036201264,-0.0487064205710679,0000012927-21-000011,NetIncomeLoss
AMZN,2021-02-03,2020-12-31,1.7009363893483973,0.0123102788025965,0001018724-21-000004,NetIncomeLoss
GOOGL,2021-02-03,2020-12-31,0.6579930895980891,0.0142546055266319,0001652044-20-000050;0001652044-21-000010,NetIncomeLoss
DIS,2021-02-11,2021-01-02,-0.7318454718845334,-0.0103522745284514,0001744489-21-000047,NetIncomeLoss
CAT,2021-02-17,2020-12-31,-0.2913205919968917,-0.0040600582197027,0000018230-21-000063,NetIncomeLossAvailableToCommonStockholdersBasic
GS,2021-02-22,2020-12-31,1.0782645563112834,0.0022260857004302,0001193125-20-282987;0001193125-21-049380,NetIncomeLoss
BAC,2021-02-24,2020-12-31,-0.4983211581961093,-0.0005404970231878,0000070858-20-000071;0000070858-21-000023,NetIncomeLoss
CVX,2021-02-25,2020-12-31,1.073108208848847,0.0247925267942783,0000093410-20-000050;0000093410-21-000009,NetIncomeLoss
COST,2021-03-10,2021-02-14,0.1517772105246983,0.0003641793218981,0000909832-21-000003,NetIncomeLoss
BA,2021-04-28,2021-03-31,0.0321204972256059,0.000606525144133,0000012927-21-000040,NetIncomeLoss
GOOGL,2021-04-28,2021-03-31,2.4797176843431568,0.0339167520139409,0001652044-21-000020,NetIncomeLoss
AAPL,2021-04-29,2021-03-27,4.54908094954472,0.0367216557222429,0000320193-21-000056,NetIncomeLoss
BAC,2021-04-29,2021-03-31,2.2604647752921827,0.0013602730243044,0000070858-21-000063,NetIncomeLoss
AMZN,2021-04-30,2021-03-31,2.2349448674871977,0.0172466625603184,0001018724-21-000010,NetIncomeLoss
GS,2021-05-04,2021-03-31,3.322007662176215,0.0043202402062774,0001193125-21-148444,NetIncomeLoss
CAT,2021-05-05,2021-03-31,0.861490893499407,0.005425559588252,0000018230-21-000151,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2021-05-06,2021-03-31,-0.3472565763218241,-0.00919530716547,0000093410-21-000015,NetIncomeLoss
DIS,2021-05-13,2021-04-03,0.1681337629545914,0.0022022471910112,0001744489-21-000108,NetIncomeLoss
COST,2021-06-03,2021-05-09,2.788310008899914,0.00666969305444,0000909832-21-000008,NetIncomeLoss
AAPL,2021-07-28,2021-06-26,2.2547597582247714,0.0318063303419839,0000320193-21-000065,NetIncomeLoss
BA,2021-07-28,2021-06-30,1.0281164109971834,0.0198945848860241,0000012927-21-000073,NetIncomeLoss
GOOGL,2021-07-28,2021-06-30,2.1957963021972184,0.0344855346211987,0001652044-21-000047,NetIncomeLoss
AMZN,2021-07-30,2021-06-30,0.8120632357141324,0.0070354324917642,0001018724-21-000020,NetIncomeLoss
BAC,2021-07-30,2021-06-30,2.155154143808884,0.0018782835307109,0000070858-21-000084,NetIncomeLoss
CAT,2021-08-04,2021-06-30,1.712372482734004,0.0116895357234659,0000018230-21-000221,NetIncomeLossAvailableToCommonStockholdersBasic
GS,2021-08-04,2021-06-30,1.8226076665191056,0.0036839246009501,0001193125-21-235309,NetIncomeLoss
CVX,2021-08-05,2021-06-30,1.775330900864325,0.0467533751225258,0000093410-21-000036,NetIncomeLoss
DIS,2021-08-12,2021-07-03,2.5007830565740155,0.027885333372894,0001744489-21-000181,NetIncomeLoss
COST,2021-10-06,2021-08-29,1.6526927040880728,0.0047411756765877,0000909832-20-000017;0000909832-21-000008;0000909832-21-000014,NetIncomeLoss
BA,2021-10-27,2021-09-30,0.1069715433232028,0.0023153507756425,0000012927-21-000094,NetIncomeLoss
GOOGL,2021-10-27,2021-09-30,1.290050843520468,0.0221327967806841,0001652044-21-000057,NetIncomeLoss
AAPL,2021-10-29,2021-09-25,1.435138072765289,0.0224443165566008,0000320193-20-000096;0000320193-21-000065;0000320193-21-000105,NetIncomeLoss
AMZN,2021-10-29,2021-09-30,-0.9912911798562314,-0.0083026939953871,0001018724-21-000028,NetIncomeLoss
BAC,2021-10-29,2021-09-30,0.7807238945319419,0.0009107273308299,0000070858-21-000107,NetIncomeLoss
GS,2021-11-01,2021-09-30,0.6080342327401445,0.0013934022990098,0001193125-21-313689,NetIncomeLoss
CAT,2021-11-03,2021-09-30,1.045298789401796,0.009383046147752,0000018230-21-000260,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2021-11-04,2021-09-30,0.7877317681892912,0.0263307049860803,0000093410-21-000046,NetIncomeLoss
DIS,2021-11-24,2021-10-02,0.2401544031732191,0.0042679842246659,0001744489-20-000197;0001744489-21-000181;0001744489-21-000220,NetIncomeLoss
COST,2021-12-22,2021-11-21,0.8451481819042422,0.0024630157913607,0000909832-21-000021,NetIncomeLoss
AAPL,2022-01-28,2021-12-25,1.0202112830173906,0.0154122211699646,0000320193-22-000007,NetIncomeLoss
BA,2022-01-31,2021-12-31,1.388388638917447,0.0308692765171199,0000012927-21-000011;0000012927-21-000094;0000012927-22-000010,NetIncomeLoss
GOOGL,2022-02-02,2021-12-31,0.9584059065110566,0.0150723137045325,0001652044-21-000057;0001652044-22-000019,NetIncomeLoss
AMZN,2022-02-04,2021-12-31,1.816436092635036,0.0168850716563349,0001018724-21-000004;0001018724-21-000028;0001018724-22-000005,NetIncomeLoss
DIS,2022-02-09,2022-01-01,0.29376970402482,0.0053464888766471,0001744489-22-000059,NetIncomeLoss
CAT,2022-02-16,2021-12-31,1.6147055630347036,0.0161849431715241,0000018230-21-000063;0000018230-21-000260;0000018230-22-000050,NetIncomeLossAvailableToCommonStockholdersBasic
BAC,2022-02-22,2021-12-31,0.405063133544755,0.0004868283433165,0000070858-21-000107;0000070858-22-000062,NetIncomeLoss
CVX,2022-02-24,2021-12-31,0.6747460571448962,0.0238796000584465,0000093410-21-000046;0000093410-22-000019,NetIncomeLoss
GS,2022-02-25,2021-12-31,-0.1771314675898209,-0.0003900305193758,0001193125-21-313689;0001193125-22-052682,NetIncomeLoss
COST,2022-03-10,2022-02-13,1.924856425976148,0.0055169789784076,0000909832-22-000005,NetIncomeLoss
BA,2022-04-27,2022-03-31,-0.2059837320327433,-0.0050220543294968,0000012927-22-000022,NetIncomeLoss
GOOGL,2022-04-27,2022-03-31,-0.2720050437986145,-0.0041837489078567,0001652044-22-000029,NetIncomeLoss
AAPL,2022-04-29,2022-03-26,0.2663677271205417,0.0039354135891542,0000320193-22-000059,NetIncomeLoss
AMZN,2022-04-29,2022-03-31,-2.9941619831633526,-0.0290943527595936,0001018724-22-000013,NetIncomeLoss
BAC,2022-04-29,2022-03-31,-0.2513323329065635,-0.0003035615521228,0000070858-22-000088,NetIncomeLoss
GS,2022-05-02,2022-03-31,-0.8377981253882569,-0.0018226533731041,0001193125-22-134459,NetIncomeLoss
CAT,2022-05-04,2022-03-31,0.0071680303634928,8.507948855073168e-05,0000018230-22-000112,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2022-05-04,2022-03-31,0.6110614937914842,0.0196026468793164,0000093410-22-000028,NetIncomeLoss
DIS,2022-05-11,2022-04-02,-0.1144677620285206,-0.0021288891742774,0001744489-22-000100,NetIncomeLoss
COST,2022-06-02,2022-05-08,0.7357530169800693,0.0020829418029192,0000909832-22-000014,NetIncomeLoss
BA,2022-07-27,2022-06-30,-0.1238606776932727,-0.0029081997948021,0000012927-22-000058,NetIncomeLoss
GOOGL,2022-07-27,2022-06-30,-0.4405426766348405,-0.0071033405126905,0001652044-22-000071,NetIncomeLoss
AAPL,2022-07-29,2022-06-25,-0.486323783990304,-0.0068448956168285,0000320193-22-000070,NetIncomeLoss
AMZN,2022-07-29,2022-06-30,-1.4521265201212972,-0.0233627492090115,0001018724-22-000019,NetIncomeLoss
BAC,2022-07-29,2022-06-30,-0.8767845193523633,-0.0009567406670381,0000070858-22-000112,NetIncomeLoss
CAT,2022-08-03,2022-06-30,0.2894861510039823,0.0032056419297964,0000018230-22-000183,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2022-08-04,2022-06-30,1.0214005055587063,0.0331089882761615,0000093410-22-000066,NetIncomeLoss
GS,2022-08-04,2022-06-30,-0.6897163664706786,-0.0015981524134037,0001193125-22-211433,NetIncomeLoss
DIS,2022-08-10,2022-07-02,0.1433692433454839,0.0024059899840254,0001744489-22-000161,NetIncomeLoss
COST,2022-10-05,2022-08-28,1.4298206738958124,0.0030857463454165,0000909832-22-000014;0000909832-22-000021,NetIncomeLoss
BA,2022-10-26,2022-09-30,-0.9826952256767596,-0.0230157460852876,0000012927-22-000073,NetIncomeLoss
GOOGL,2022-10-26,2022-09-30,-0.9149345336781808,-0.0140291133410559,0001652044-22-000090,NetIncomeLoss
AAPL,2022-10-28,2022-09-24,0.0304831965077882,0.0004819208799308,0000320193-22-000070;0000320193-22-000108,NetIncomeLoss
AMZN,2022-10-28,2022-09-30,-0.0353745343974959,-0.0006629906480967,0001018724-22-000023,NetIncomeLoss
BAC,2022-10-28,2022-09-30,-0.1972658511244981,-0.0001981807076125,0000070858-22-000131,NetIncomeLoss
CAT,2022-11-02,2022-09-30,0.8675366906488712,0.0076013200341132,0000018230-22-000223,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2022-11-03,2022-09-30,0.973939135168192,0.0197123991760833,0000093410-22-000075,NetIncomeLoss
GS,2022-11-03,2022-09-30,-0.6500711245379766,-0.0014839388840831,0000886982-22-000002,NetIncomeLoss
DIS,2022-11-29,2022-10-01,0.0012522605715518,1.4732530901483566e-05,0001744489-22-000161;0001744489-22-000213,NetIncomeLoss
COST,2022-12-29,2022-11-20,0.2855287371067834,0.0006058127735623,0000909832-22-000035,NetIncomeLoss
BA,2023-01-27,2022-12-31,1.0441598378954275,0.0255944566010211,0000012927-22-000073;0000012927-23-000007,NetIncomeLoss
AAPL,2023-02-03,2022-12-31,-0.8750835467809629,-0.0133584428992896,0000320193-23-000006,NetIncomeLoss
AMZN,2023-02-03,2022-12-31,-1.6979513753055602,-0.0303560814826822,0001018724-22-000023;0001018724-23-000004,NetIncomeLoss
GOOGL,2023-02-03,2022-12-31,-1.0360858210664026,-0.0192135003723334,0001652044-22-000090;0001652044-23-000016,NetIncomeLoss
DIS,2023-02-08,2022-12-31,0.0791828473649849,0.0008658051493142,0001744489-23-000049,NetIncomeLoss
CAT,2023-02-15,2022-12-31,-1.2537841830942826,-0.0081276008933038,0000018230-22-000223;0000018230-23-000011,NetIncomeLossAvailableToCommonStockholdersBasic
BAC,2023-02-22,2022-12-31,0.0392396857421824,3.8998812010978654e-05,0000070858-22-000131;0000070858-23-000092,NetIncomeLoss
CVX,2023-02-23,2022-12-31,0.3194381888006951,0.0050366886682265,0000093410-22-000075;0000093410-23-000009,NetIncomeLoss
GS,2023-02-24,2022-12-31,-0.7356297077648517,-0.0018095448810825,0000886982-22-000002;0000886982-23-000003,NetIncomeLoss
COST,2023-03-09,2023-02-12,1.096175914662121,0.002498204882719,0000909832-23-000014,NetIncomeLoss
BA,2023-04-26,2023-03-31,0.3270748004009262,0.0059040536278759,0000012927-23-000029,NetIncomeLoss
GOOGL,2023-04-26,2023-03-31,-0.1746545832541234,-0.0037483998257061,0001652044-23-000045,NetIncomeLoss
AMZN,2023-04-28,2023-03-31,0.7699911837458635,0.0151083815340089,0001018724-23-000008,NetIncomeLoss
BAC,2023-05-01,2023-03-31,0.3638794110214435,0.0003424467791064,0000070858-23-000142,NetIncomeLoss
CAT,2023-05-03,2023-03-31,0.6485811543586741,0.0048536145082427,0000018230-23-000022,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2023-05-04,2023-03-31,0.0725418393947517,0.0012310169372298,0000093410-23-000066,NetIncomeLoss
GS,2023-05-04,2023-03-31,-0.180699712032891,-0.0004582835234397,0000886982-23-000005,NetIncomeLoss
AAPL,2023-05-05,2023-04-01,-0.1406735319925063,-0.002559007707129,0000320193-23-000064,NetIncomeLoss
DIS,2023-05-10,2023-04-01,0.4116227353351245,0.0039100254810649,0001744489-23-000099,NetIncomeLoss
COST,2023-06-01,2023-05-07,-0.3801391284950849,-0.0007640220517737,0000909832-23-000028,NetIncomeLoss
BA,2023-07-26,2023-06-30,-0.1416068983365577,-0.0025375814326205,0000012927-23-000048,NetIncomeLoss
GOOGL,2023-07-26,2023-06-30,0.3277826062088204,0.0061768360814945,0001652044-23-000070,NetIncomeLoss
BAC,2023-07-31,2023-06-30,0.4331536790285662,0.0003717343568995,0000070858-23-000176,NetIncomeLoss
CAT,2023-08-02,2023-06-30,1.9522983828067544,0.014620670279888,0000018230-23-000047,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2023-08-03,2023-06-30,-1.5285271493874095,-0.02228938870994,0000093410-23-000079,NetIncomeLoss
GS,2023-08-03,2023-06-30,-0.5600891024247477,-0.0010888476796916,0000886982-23-000008,NetIncomeLoss
AAPL,2023-08-04,2023-07-01,0.084799170381192,0.0013102991302479,0000320193-23-000077,NetIncomeLoss
AMZN,2023-08-04,2023-06-30,0.9539742828783808,0.0183791276091012,0001018724-23-000012,NetIncomeLoss
DIS,2023-08-09,2023-07-01,-0.9712031969605296,-0.0091715206862201,0001744489-23-000171,NetIncomeLoss
COST,2023-10-11,2023-09-03,2.0836863002378614,0.004232252079891,0000909832-23-000028;0000909832-23-000042,NetIncomeLoss
BA,2023-10-25,2023-09-30,0.705308491818579,0.0122057476485876,0000012927-23-000062,NetIncomeLoss
GOOGL,2023-10-25,2023-09-30,1.0299965798524076,0.0145672794553213,0001652044-23-000094,NetIncomeLoss
AMZN,2023-10-27,2023-09-30,0.6928701805027988,0.0143915478667359,0001018724-23-000018,NetIncomeLoss
BAC,2023-10-31,2023-09-30,0.3974778147312356,0.0002283474306156,0000070858-23-000272,NetIncomeLoss
CAT,2023-11-01,2023-09-30,1.0996381643391135,0.0086760147941606,0000018230-23-000056,NetIncomeLossAvailableToCommonStockholdersBasic
CVX,2023-11-02,2023-09-30,-0.9975548963902788,-0.0178268991046766,0000093410-23-000088,NetIncomeLoss
AAPL,2023-11-03,2023-09-30,0.5480750382754369,0.006338932960466,0000320193-23-000077;0000320193-23-000106,NetIncomeLoss
GS,2023-11-03,2023-09-30,-0.5902188441440349,-0.0006410284861392,0000886982-23-000011,NetIncomeLoss
